chrom,position,ref_reads,alt_reads
chr3,1036180,44,103
chr2,1036190,14,9
chr1,1036200,116,61
chr1,1036210,59,62
chr1,1036220,78,16
chr2,1036230,23,95
chr3,1036240,61,30
chr3,1036250,6,16
chr1,1036260,144,17
chr3,1036270,14,178
chr3,1036280,40,13
chr3,1036290,11,53
chr1,1036300,17,63
chr3,1036310,4,98
chr3,1036320,71,71
chr2,1036330,31,90
chr1,1036340,26,9
chr3,1036350,67,18
chr1,1036360,96,91
chr3,1036370,129,35
chr1,1036380,11,127
chr3,1036390,159,22
chr3,1036400,60,83
chr2,1036410,62,101
chr1,1036420,56,65
chr3,1036430,32,53
chr2,1036440,28,4
chr2,1036450,54,76
chr1,1036460,122,56
chr1,1036470,5,48
chr2,1036480,21,37
chr1,1036490,11,144
chr1,1036500,129,10
chr1,1036510,97,48
chr3,1036520,60,14
chr1,1036530,43,3
chr1,1036540,108,29
chr2,1036550,20,52
chr2,1036560,45,13
chr2,1036570,37,47
chr1,1036580,20,144
chr1,1036590,70,107
chr2,1036600,23,9
chr2,1036610,23,17
chr3,1036620,97,69
chr3,1036630,55,17
chr3,1036640,16,22
chr1,1036650,45,31
chr1,1036660,5,39
chr2,1036670,15,35
chr3,1036680,40,60
chr1,1036690,21,21
chr3,1036700,39,12
chr3,1036710,31,62
chr1,1036720,18,11
chr3,1036730,55,18
chr2,1036740,60,11
chr2,1036750,132,35
chr1,1036760,46,133
chr3,1036770,94,39
chr2,1036780,19,14
chr3,1036790,104,93
chr2,1036800,73,102
chr2,1036810,16,113
chr3,1036820,8,64
chr1,1036830,90,81
chr1,1036840,90,8
chr1,1036850,26,15
chr3,1036860,19,30
chr3,1036870,9,14
chr3,1036880,28,50
chr1,1036890,20,7
chr3,1036900,13,18
chr1,1036910,108,30
chr2,1036920,64,114
chr1,1036930,37,16
chr1,1036940,27,74
chr1,1036950,107,10
chr3,1036960,92,54
chr1,1036970,31,63
chr2,1036980,88,36
chr2,1036990,16,52
chr2,1037000,40,58
chr2,1037010,45,67
chr2,1037020,112,61
chr2,1037030,25,12
chr1,1037040,46,69
chr3,1037050,35,22
chr3,1037060,38,68
chr2,1037070,60,47
chr1,1037080,52,17
chr2,1037090,19,8
chr2,1037100,177,11
chr2,1037110,113,40
chr2,1037120,20,68
chr3,1037130,47,144
chr3,1037140,108,32
chr1,1037150,4,79
chr1,1037160,79,97
chr2,1037170,18,157
chr3,1037180,51,107
chr2,1037190,36,104
chr3,1037200,75,9
chr3,1037210,89,37
chr1,1037220,156,10
chr1,1037230,40,116
chr3,1037240,120,54
chr1,1037250,55,126
chr2,1037260,133,58
chr3,1037270,27,92
chr3,1037280,85,16
chr3,1037290,130,32
chr2,1037300,35,35
chr3,1037310,100,60
chr1,1037320,74,28
chr2,1037330,60,136
chr3,1037340,106,25
chr2,1037350,48,27
chr2,1037360,32,166
chr1,1037370,160,24
chr1,1037380,13,151
chr1,1037390,18,158
chr3,1037400,154,26
chr3,1037410,55,24
chr1,1037420,88,51
chr1,1037430,37,120
chr3,1037440,75,119
chr1,1037450,16,26
chr2,1037460,43,125
chr2,1037470,25,7
chr2,1037480,31,89
chr3,1037490,55,125
chr1,1037500,18,25
chr2,1037510,15,112
chr3,1037520,11,19
chr1,1037530,27,9
chr1,1037540,103,91
chr2,1037550,25,19
chr1,1037560,103,10
chr1,1037570,2,38
chr2,1037580,89,14
chr2,1037590,50,109
chr1,1037600,30,26
chr3,1037610,58,3
chr3,1037620,26,138
chr2,1037630,23,97
chr1,1037640,28,39
chr2,1037650,97,25
chr3,1037660,40,7
chr3,1037670,37,23
chr1,1037680,83,35
chr2,1037690,34,32
chr2,1037700,16,149
chr3,1037710,47,77
chr2,1037720,16,127
chr2,1037730,12,20
chr2,1037740,82,78
chr1,1037750,23,96
chr3,1037760,22,28
chr2,1037770,24,125
chr1,1037780,18,17
chr2,1037790,129,27
chr2,1037800,13,79
chr3,1037810,74,111
chr1,1037820,6,67
chr2,1037830,12,107
chr3,1037840,119,9
chr1,1037850,55,51
chr2,1037860,109,83
chr3,1037870,72,109
chr2,1037880,33,123
chr2,1037890,18,9
chr1,1037900,8,18
chr3,1037910,16,39
chr1,1037920,31,6
chr2,1037930,4,18
chr3,1037940,19,28
chr2,1037950,7,82
chr2,1037960,123,68
chr2,1037970,148,20
chr3,1037980,24,23
chr2,1037990,64,9
chr3,1038000,5,79
chr2,1038010,107,12
chr1,1038020,11,29
chr3,1038030,15,17
chr2,1038040,45,31
chr1,1038050,58,10
chr3,1038060,64,73
chr1,1038070,29,44
chr2,1038080,113,44
chr1,1038090,11,61
chr2,1038100,43,20
chr2,1038110,41,25
chr3,1038120,37,35
chr2,1038130,79,14
chr2,1038140,4,61
chr3,1038150,23,9
chr3,1038160,160,24
chr2,1038170,74,47
chr2,1038180,20,23
chr3,1038190,13,8
chr3,1038200,35,65
chr1,1038210,106,13
chr1,1038220,110,51
chr1,1038230,31,126
chr3,1038240,158,24
chr3,1038250,32,140
chr3,1038260,129,21
chr1,1038270,27,103
chr2,1038280,69,52
chr2,1038290,17,19
chr2,1038300,26,5
chr3,1038310,119,16
chr2,1038320,33,10
chr2,1038330,36,12
chr3,1038340,131,59
chr3,1038350,74,98
chr3,1038360,52,89
chr3,1038370,22,87
chr3,1038380,27,57
chr1,1038390,44,59
chr3,1038400,72,66
chr2,1038410,97,78
chr2,1038420,24,11
chr1,1038430,41,153
chr3,1038440,99,24
chr2,1038450,104,7
chr2,1038460,22,24
chr3,1038470,140,49
chr1,1038480,31,163
chr3,1038490,30,151
chr3,1038500,163,21
chr3,1038510,130,23
chr3,1038520,80,74
chr3,1038530,75,97
chr1,1038540,40,12
chr2,1038550,22,52
chr3,1038560,8,18
chr2,1038570,45,31
chr2,1038580,132,13
chr3,1038590,5,26
chr2,1038600,28,7
chr3,1038610,15,47
chr3,1038620,72,64
chr3,1038630,70,84
chr1,1038640,25,105
chr3,1038650,12,58
chr3,1038660,104,75
chr2,1038670,72,22
chr1,1038680,7,20
chr2,1038690,30,34
chr2,1038700,63,15
chr3,1038710,27,124
chr1,1038720,91,32
chr1,1038730,161,15
chr3,1038740,161,15
chr1,1038750,45,72
chr3,1038760,57,118
chr1,1038770,62,36
chr1,1038780,97,46
chr3,1038790,118,73
chr1,1038800,8,15
chr1,1038810,97,12
chr1,1038820,8,115
chr2,1038830,111,45
chr3,1038840,3,135
chr2,1038850,120,32
chr1,1038860,16,59
chr1,1038870,82,33
chr2,1038880,174,23
chr1,1038890,12,82
chr1,1038900,23,139
chr3,1038910,32,19
chr1,1038920,18,29
chr3,1038930,17,24
chr3,1038940,4,32
chr2,1038950,53,25
chr2,1038960,47,62
chr1,1038970,66,59
chr2,1038980,36,9
chr3,1038990,7,37
chr2,1039000,123,34
chr3,1039010,53,11
chr2,1039020,40,62
chr1,1039030,12,18
chr2,1039040,97,26
chr1,1039050,55,32
chr2,1039060,11,103
chr3,1039070,134,41
chr2,1039080,35,49
chr2,1039090,17,51
chr3,1039100,105,89
chr3,1039110,10,61
chr2,1039120,35,86
chr3,1039130,40,36
chr3,1039140,32,34
chr2,1039150,53,125
chr1,1039160,74,119
chr2,1039170,8,37
chr2,1039180,94,39
chr1,1039190,19,5
chr2,1039200,84,19
chr2,1039210,63,8
chr3,1039220,109,15
chr2,1039230,13,60
chr1,1039240,62,118
chr1,1039250,74,123
chr3,1039260,82,103
chr2,1039270,24,150
chr2,1039280,15,19
chr2,1039290,12,68
chr2,1039300,77,64
chr1,1039310,3,37
chr1,1039320,14,51
chr3,1039330,115,38
chr2,1039340,25,32
chr1,1039350,28,53
chr2,1039360,85,20
chr1,1039370,39,58
chr1,1039380,44,21
chr3,1039390,143,17
chr2,1039400,1,21
chr3,1039410,11,14
chr3,1039420,17,95
chr3,1039430,11,16
chr3,1039440,126,65
chr3,1039450,60,67
chr3,1039460,63,117
chr3,1039470,12,82
chr2,1039480,78,18
chr3,1039490,5,64
chr2,1039500,5,25
chr2,1039510,34,80
chr1,1039520,16,159
chr3,1039530,52,37
chr2,1039540,26,162
chr1,1039550,17,18
chr1,1039560,81,6
chr3,1039570,10,108
chr3,1039580,32,35
chr3,1039590,47,36
chr3,1039600,46,63
chr2,1039610,73,22
chr2,1039620,86,72
chr3,1039630,22,98
chr3,1039640,105,3
chr2,1039650,26,11
chr3,1039660,35,3
chr1,1039670,36,38
chr2,1039680,33,88
chr1,1039690,28,109
chr1,1039700,18,155
chr1,1039710,50,103
chr1,1039720,17,6
chr3,1039730,14,113
chr3,1039740,43,91
chr3,1039750,19,29
chr3,1039760,26,52
chr2,1039770,18,126
chr3,1039780,39,78
chr2,1039790,24,12
chr1,1039800,31,95
chr2,1039810,55,7
chr3,1039820,60,39
chr1,1039830,103,78
chr1,1039840,22,5
chr3,1039850,152,8
chr1,1039860,97,28
chr1,1039870,4,23
chr1,1039880,25,90
chr2,1039890,11,102
chr1,1039900,60,24
chr1,1039910,79,111
chr2,1039920,4,54
chr3,1039930,80,20
chr2,1039940,23,80
chr2,1039950,22,85
chr3,1039960,95,10
chr3,1039970,17,95
chr2,1039980,24,81
chr1,1039990,59,4
chr3,1040000,131,25
chr1,1040010,164,20
chr3,1040020,63,30
chr1,1040030,23,32
chr2,1040040,59,61
chr2,1040050,126,49
chr2,1040060,25,164
chr2,1040070,125,65
chr3,1040080,173,16
chr2,1040090,83,40
chr1,1040100,40,45
chr2,1040110,45,29
chr2,1040120,145,50
chr2,1040130,94,16
chr2,1040140,8,33
chr3,1040150,6,114
chr3,1040160,110,64
chr3,1040170,81,59
chr1,1040180,46,66
chr1,1040190,29,98
chr2,1040200,86,74
chr1,1040210,27,165
chr1,1040220,11,18
chr1,1040230,18,10
chr1,1040240,71,103
chr3,1040250,6,47
chr3,1040260,42,106
chr1,1040270,168,11
chr1,1040280,72,36
chr3,1040290,51,61
chr2,1040300,61,29
chr3,1040310,31,55
chr1,1040320,32,135
chr1,1040330,33,103
chr1,1040340,6,107
chr3,1040350,129,53
chr1,1040360,12,106
chr3,1040370,32,100
chr2,1040380,82,40
chr1,1040390,36,74
chr1,1040400,97,12
chr2,1040410,10,26
chr3,1040420,19,18
chr1,1040430,135,57
chr1,1040440,59,76
chr1,1040450,45,67
chr1,1040460,88,22
chr2,1040470,92,9
chr3,1040480,46,41
chr2,1040490,60,73
chr3,1040500,6,14
chr2,1040510,7,70
chr2,1040520,86,87
chr3,1040530,38,90
chr1,1040540,99,68
chr1,1040550,40,95
chr2,1040560,79,27
chr2,1040570,16,13
chr2,1040580,29,49
chr1,1040590,55,5
chr3,1040600,39,85
chr1,1040610,25,127
chr2,1040620,78,63
chr1,1040630,89,75
chr1,1040640,6,35
chr1,1040650,32,85
chr3,1040660,130,58
chr2,1040670,48,39
chr1,1040680,47,111
chr1,1040690,33,42
chr2,1040700,163,35
chr1,1040710,109,59
chr1,1040720,21,97
chr1,1040730,33,62
chr1,1040740,2,43
chr2,1040750,41,93
chr1,1040760,17,149
chr3,1040770,96,32
chr1,1040780,15,51
chr3,1040790,84,6
chr2,1040800,51,122
chr1,1040810,31,28
chr3,1040820,102,50
chr3,1040830,35,133
chr1,1040840,31,120
chr1,1040850,38,4
chr2,1040860,47,78
chr2,1040870,66,37
chr1,1040880,97,65
chr2,1040890,25,110
chr2,1040900,88,40
chr2,1040910,21,134
chr2,1040920,43,17
chr1,1040930,51,80
chr1,1040940,65,101
chr3,1040950,97,34
chr2,1040960,78,44
chr1,1040970,13,52
chr3,1040980,55,120
chr2,1040990,52,35
chr3,1041000,64,77
chr2,1041010,33,1
chr1,1041020,143,41
chr3,1041030,75,73
chr1,1041040,118,12
chr2,1041050,7,36
chr2,1041060,16,30
chr2,1041070,3,56
chr3,1041080,64,119
chr3,1041090,8,35
chr3,1041100,20,23
chr1,1041110,11,12
chr3,1041120,7,79
chr2,1041130,16,37
chr1,1041140,180,16
chr2,1041150,39,96
chr2,1041160,6,36
chr3,1041170,31,97
chr3,1041180,39,49
chr3,1041190,40,74
chr2,1041200,7,74
chr1,1041210,160,28
chr3,1041220,38,38
chr3,1041230,53,20
chr1,1041240,29,60
chr2,1041250,46,74
chr2,1041260,66,10
chr1,1041270,124,33
chr3,1041280,77,110
chr1,1041290,123,31
chr3,1041300,82,40
chr1,1041310,30,155
chr2,1041320,72,32
chr2,1041330,39,41
chr2,1041340,2,20
chr2,1041350,110,37
chr1,1041360,115,83
chr1,1041370,47,58
chr3,1041380,21,45
chr1,1041390,15,80
chr3,1041400,10,47
chr1,1041410,49,134
chr1,1041420,139,49
chr1,1041430,148,12
chr1,1041440,50,56
chr2,1041450,59,18
chr1,1041460,15,54
chr3,1041470,23,26
chr2,1041480,112,8
chr1,1041490,7,37
chr1,1041500,99,32
chr3,1041510,103,71
chr2,1041520,69,129
chr2,1041530,81,64
chr2,1041540,77,65
chr2,1041550,60,6
chr3,1041560,77,60
chr1,1041570,10,48
chr1,1041580,6,29
chr2,1041590,28,13
chr3,1041600,45,28
chr1,1041610,48,120
chr2,1041620,4,31
chr2,1041630,55,23
chr3,1041640,29,21
chr3,1041650,45,144
chr3,1041660,25,26
chr2,1041670,154,27
chr3,1041680,9,19
chr2,1041690,110,48
chr1,1041700,10,19
chr2,1041710,16,20
chr2,1041720,16,71
chr1,1041730,28,39
chr3,1041740,144,55
chr3,1041750,98,32
chr2,1041760,25,147
chr2,1041770,115,27
chr1,1041780,104,64
chr3,1041790,94,26
chr1,1041800,33,88
chr2,1041810,47,37
chr2,1041820,39,31
chr1,1041830,34,21
chr1,1041840,23,77
chr3,1041850,73,73
chr1,1041860,31,76
chr3,1041870,17,106
chr3,1041880,4,30
chr1,1041890,70,45
chr1,1041900,23,163
chr3,1041910,136,6
chr1,1041920,14,6
chr3,1041930,25,145
chr3,1041940,90,51
chr2,1041950,137,49
chr3,1041960,98,47
chr2,1041970,32,44
chr1,1041980,51,49
chr3,1041990,49,132
chr3,1042000,21,167
chr1,1042010,29,63
chr1,1042020,125,35
chr1,1042030,12,77
chr3,1042040,19,6
chr1,1042050,83,20
chr1,1042060,63,8
chr2,1042070,9,13
chr2,1042080,80,20
chr3,1042090,64,18
chr1,1042100,46,22
chr1,1042110,69,26
chr2,1042120,48,83
chr3,1042130,38,156
chr1,1042140,34,94
chr3,1042150,61,23
chr2,1042160,75,25
chr1,1042170,3,31
chr2,1042180,107,12
chr2,1042190,14,37
chr2,1042200,86,29
chr1,1042210,17,130
chr3,1042220,96,69
chr1,1042230,68,64
chr2,1042240,27,75
chr3,1042250,26,36
chr2,1042260,95,40
chr1,1042270,104,78
chr3,1042280,29,68
chr1,1042290,67,10
chr3,1042300,52,0
chr2,1042310,17,16
chr2,1042320,155,26
chr2,1042330,52,99
chr1,1042340,57,21
chr1,1042350,102,74
chr2,1042360,79,23
chr2,1042370,75,78
chr3,1042380,114,26
chr3,1042390,177,19
chr1,1042400,164,23
chr3,1042410,9,93
chr1,1042420,35,11
chr1,1042430,41,58
chr3,1042440,138,15
chr3,1042450,30,2
chr3,1042460,42,41
chr2,1042470,89,77
chr2,1042480,8,91
chr3,1042490,18,124
chr2,1042500,11,51
chr1,1042510,46,62
chr2,1042520,72,95
chr2,1042530,76,38
chr2,1042540,19,172
chr1,1042550,71,99
chr1,1042560,12,9
chr3,1042570,100,39
chr2,1042580,39,2
chr2,1042590,15,119
chr1,1042600,47,29
chr2,1042610,46,45
chr1,1042620,19,7
chr2,1042630,18,120
chr3,1042640,124,9
chr1,1042650,5,30
chr1,1042660,90,12
chr1,1042670,20,178
chr2,1042680,29,62
chr3,1042690,110,33
chr1,1042700,60,72
chr3,1042710,21,10
chr1,1042720,112,33
chr3,1042730,17,55
chr2,1042740,57,37
chr2,1042750,81,71
chr3,1042760,38,8
chr3,1042770,106,53
chr2,1042780,28,136
chr3,1042790,96,57
chr3,1042800,4,112
chr3,1042810,2,22
chr1,1042820,64,12
chr3,1042830,131,44
chr1,1042840,14,83
chr2,1042850,52,36
chr2,1042860,133,4
chr2,1042870,96,43
chr3,1042880,39,39
chr2,1042890,10,42
chr1,1042900,64,17
chr1,1042910,58,11
chr3,1042920,23,108
chr1,1042930,10,28
chr1,1042940,63,79
chr2,1042950,16,50
chr1,1042960,107,79
chr2,1042970,16,36
chr2,1042980,91,69
chr1,1042990,78,25
chr1,1043000,48,106
chr3,1043010,53,45
chr3,1043020,3,30
chr1,1043030,91,75
chr2,1043040,20,127
chr2,1043050,6,67
chr3,1043060,112,55
chr2,1043070,14,34
chr3,1043080,29,14
chr2,1043090,13,88
chr1,1043100,48,34
chr1,1043110,36,88
chr2,1043120,37,39
chr3,1043130,118,37
chr1,1043140,66,15
chr3,1043150,104,72
chr1,1043160,9,27
chr2,1043170,36,49
chr1,1043180,8,17
chr2,1043190,46,31
chr3,1043200,44,44
chr1,1043210,162,13
chr3,1043220,17,64
chr3,1043230,11,177
chr2,1043240,56,45
chr3,1043250,179,9
chr1,1043260,159,37
chr2,1043270,73,123
chr2,1043280,35,55
chr2,1043290,38,112
chr3,1043300,19,10
chr1,1043310,33,84
chr1,1043320,35,73
chr1,1043330,39,15
chr2,1043340,10,11
chr2,1043350,112,31
chr1,1043360,24,19
chr3,1043370,17,76
chr2,1043380,98,87
chr1,1043390,9,32
chr3,1043400,75,98
chr2,1043410,143,47
chr2,1043420,25,33
chr2,1043430,86,90
chr1,1043440,24,15
chr2,1043450,51,9
chr2,1043460,96,71
chr3,1043470,118,9
chr1,1043480,144,22
chr3,1043490,65,38
chr2,1043500,91,39
chr1,1043510,10,75
chr1,1043520,107,70
chr2,1043530,21,51
chr1,1043540,26,27
chr1,1043550,67,102
chr3,1043560,58,28
chr1,1043570,14,139
chr1,1043580,25,21
chr3,1043590,4,25
chr2,1043600,57,35
chr3,1043610,102,13
chr2,1043620,20,47
chr2,1043630,85,4
chr2,1043640,68,51
chr3,1043650,65,13
chr2,1043660,8,13
chr3,1043670,10,166
chr3,1043680,44,40
chr2,1043690,24,78
chr2,1043700,84,89
chr3,1043710,13,16
chr3,1043720,10,62
chr2,1043730,23,75
chr2,1043740,17,61
chr2,1043750,113,56
chr3,1043760,80,118
chr3,1043770,47,20
chr3,1043780,89,79
chr2,1043790,63,79
chr1,1043800,7,34
chr1,1043810,18,101
chr1,1043820,65,52
chr1,1043830,166,11
chr1,1043840,9,35
chr3,1043850,34,13
chr2,1043860,52,80
chr2,1043870,60,4
chr2,1043880,49,38
chr2,1043890,1,25
chr2,1043900,54,14
chr1,1043910,102,54
chr2,1043920,124,59
chr2,1043930,15,87
chr1,1043940,27,121
chr2,1043950,110,47
chr1,1043960,154,29
chr1,1043970,33,59
chr3,1043980,39,26
chr2,1043990,46,79
chr2,1044000,168,11
chr2,1044010,43,8
chr1,1044020,12,13
chr3,1044030,131,64
chr2,1044040,33,152
chr1,1044050,149,15
chr1,1044060,69,24
chr1,1044070,6,127
chr1,1044080,32,14
chr3,1044090,23,50
chr3,1044100,151,46
chr1,1044110,75,107
chr2,1044120,35,69
chr3,1044130,99,47
chr2,1044140,33,139
chr2,1044150,72,103
chr3,1044160,83,47
chr2,1044170,10,24
chr3,1044180,60,91
chr3,1044190,87,25
chr2,1044200,85,57
chr2,1044210,73,19
chr1,1044220,97,77
chr3,1044230,49,124
chr2,1044240,80,86
chr3,1044250,15,96
chr1,1044260,26,10
chr1,1044270,47,15
chr1,1044280,38,102
chr1,1044290,22,38
chr1,1044300,85,104
chr1,1044310,171,26
chr1,1044320,104,83
chr1,1044330,42,16
chr3,1044340,8,124
chr2,1044350,105,65
chr3,1044360,25,105
chr3,1044370,77,122
chr2,1044380,42,24
chr2,1044390,42,40
chr1,1044400,18,111
chr2,1044410,17,71
chr3,1044420,51,11
chr1,1044430,125,70
chr3,1044440,33,20
chr2,1044450,56,3
chr3,1044460,30,50
chr3,1044470,38,159
chr1,1044480,49,32
chr1,1044490,27,50
chr3,1044500,65,115
chr2,1044510,59,35
chr1,1044520,30,5
chr3,1044530,29,72
chr1,1044540,22,91
chr1,1044550,24,43
chr2,1044560,146,11
chr3,1044570,76,25
chr3,1044580,51,6
chr3,1044590,65,81
chr3,1044600,8,30
chr3,1044610,149,34
chr1,1044620,19,63
chr1,1044630,39,57
chr1,1044640,55,138
chr1,1044650,15,135
chr2,1044660,110,11
chr2,1044670,14,70
chr3,1044680,117,22
chr2,1044690,66,44
chr1,1044700,5,22
chr1,1044710,30,168
chr1,1044720,44,48
chr1,1044730,66,87
chr1,1044740,34,92
chr3,1044750,21,87
chr3,1044760,50,8
chr1,1044770,32,100
chr3,1044780,23,24
chr2,1044790,57,59
chr2,1044800,36,20
chr1,1044810,82,74
chr3,1044820,11,90
chr1,1044830,47,28
chr3,1044840,8,96
chr1,1044850,19,2
chr1,1044860,22,55
chr1,1044870,34,92
chr2,1044880,39,103
chr3,1044890,84,103
chr3,1044900,81,102
chr2,1044910,24,109
chr2,1044920,28,98
chr3,1044930,49,7
chr3,1044940,21,77
chr1,1044950,59,52
chr1,1044960,28,9
chr3,1044970,19,98
chr3,1044980,48,34
chr1,1044990,31,138
chr2,1045000,115,43
chr3,1045010,21,2
chr3,1045020,72,82
chr2,1045030,72,8
chr2,1045040,31,95
chr2,1045050,52,21
chr3,1045060,60,47
chr3,1045070,76,11
chr3,1045080,99,49
chr1,1045090,26,48
chr2,1045100,16,6
chr2,1045110,70,115
chr1,1045120,15,125
chr1,1045130,53,95
chr1,1045140,27,94
chr1,1045150,45,12
chr2,1045160,68,36
chr1,1045170,21,155
chr1,1045180,34,118
chr2,1045190,35,76
chr2,1045200,15,25
chr2,1045210,84,44
chr2,1045220,60,6
chr3,1045230,19,84
chr3,1045240,35,67
chr3,1045250,33,21
chr3,1045260,15,73
chr2,1045270,99,49
chr3,1045280,106,53
chr1,1045290,7,39
chr1,1045300,17,58
chr1,1045310,20,22
chr3,1045320,143,29
chr3,1045330,35,5
chr1,1045340,31,49
chr3,1045350,61,21
chr2,1045360,20,121
chr3,1045370,8,63
chr1,1045380,33,74
chr1,1045390,98,74
chr3,1045400,14,60
chr3,1045410,43,22
chr1,1045420,42,9
chr1,1045430,69,5
chr3,1045440,71,44
chr3,1045450,25,127
chr1,1045460,41,14
chr1,1045470,95,34
chr1,1045480,17,179
chr1,1045490,116,9
chr1,1045500,20,57
chr1,1045510,36,22
chr1,1045520,89,10
chr3,1045530,9,107
chr2,1045540,105,27
chr2,1045550,36,44
chr3,1045560,106,50
chr2,1045570,24,1
chr3,1045580,119,9
chr3,1045590,48,6
chr3,1045600,52,6
chr3,1045610,51,118
chr2,1045620,91,97
chr3,1045630,86,51
chr1,1045640,8,16
chr3,1045650,22,167
chr2,1045660,10,96
chr2,1045670,26,69
chr2,1045680,23,154
chr2,1045690,55,21
chr1,1045700,91,55
chr3,1045710,20,28
chr1,1045720,73,111
chr3,1045730,60,46
chr3,1045740,96,64
chr1,1045750,12,167
chr1,1045760,14,51
chr2,1045770,81,54
chr3,1045780,45,86
chr3,1045790,131,39
chr3,1045800,56,8
chr3,1045810,108,56
chr3,1045820,75,48
chr3,1045830,98,6
chr2,1045840,22,131
chr3,1045850,87,40
chr2,1045860,15,22
chr3,1045870,101,12
chr3,1045880,137,32
chr1,1045890,6,46
chr3,1045900,62,115
chr1,1045910,13,132
chr1,1045920,10,169
chr1,1045930,115,74
chr2,1045940,91,50
chr1,1045950,36,121
chr1,1045960,2,132
chr1,1045970,78,105
chr3,1045980,43,138
chr2,1045990,9,38
chr2,1046000,16,14
chr2,1046010,88,98
chr2,1046020,14,52
chr3,1046030,52,94
chr1,1046040,153,13
chr3,1046050,84,53
chr2,1046060,129,33
chr3,1046070,101,44
chr3,1046080,24,151
chr2,1046090,155,16
chr1,1046100,68,23
chr3,1046110,85,41
chr2,1046120,58,98
chr3,1046130,103,91
chr3,1046140,41,11
chr3,1046150,28,10
chr1,1046160,70,23
chr3,1046170,93,94
chr3,1046180,135,59
chr1,1046190,18,158
chr3,1046200,117,80
chr3,1046210,103,14
chr1,1046220,51,109
chr2,1046230,80,68
chr3,1046240,73,108
chr2,1046250,88,24
chr2,1046260,108,87
chr2,1046270,17,50
chr1,1046280,26,170
chr1,1046290,58,25
chr3,1046300,60,20
chr2,1046310,94,82
chr1,1046320,7,51
chr1,1046330,23,124
chr2,1046340,94,13
chr1,1046350,38,7
chr2,1046360,18,18
chr1,1046370,78,12
chr2,1046380,17,15
chr1,1046390,68,20
chr1,1046400,17,28
chr1,1046410,0,68
chr1,1046420,3,23
chr2,1046430,52,25
chr3,1046440,25,43
chr3,1046450,18,104
chr1,1046460,64,8
chr3,1046470,30,51
chr1,1046480,20,16
chr3,1046490,149,41
chr1,1046500,27,17
chr3,1046510,132,18
chr3,1046520,16,32
chr1,1046530,96,40
chr3,1046540,117,62
chr1,1046550,39,6
chr3,1046560,22,121
chr2,1046570,84,79
chr2,1046580,26,18
chr2,1046590,33,40
chr1,1046600,99,76
chr1,1046610,66,26
chr1,1046620,40,99
chr2,1046630,68,7
chr3,1046640,75,9
chr1,1046650,39,73
chr2,1046660,76,29
chr1,1046670,72,27
chr1,1046680,105,83
chr3,1046690,71,56
chr1,1046700,64,134
chr1,1046710,42,95
chr3,1046720,57,119
chr1,1046730,43,59
chr1,1046740,118,48
chr3,1046750,126,62
chr1,1046760,104,88
chr1,1046770,16,18
chr2,1046780,7,143
chr3,1046790,40,118
chr2,1046800,160,33
chr3,1046810,46,3
chr1,1046820,69,7
chr2,1046830,121,44
chr2,1046840,176,22
chr2,1046850,57,90
chr2,1046860,16,51
chr3,1046870,41,114
chr1,1046880,29,12
chr1,1046890,14,11
chr2,1046900,61,62
chr1,1046910,11,44
chr1,1046920,17,81
chr3,1046930,16,119
chr1,1046940,43,33
chr1,1046950,28,40
chr1,1046960,170,22
chr1,1046970,56,45
chr2,1046980,58,27
chr3,1046990,51,45
chr3,1047000,25,39
chr3,1047010,57,41
chr1,1047020,35,4
chr2,1047030,129,13
chr3,1047040,78,8
chr2,1047050,94,8
chr3,1047060,19,3
chr2,1047070,62,21
chr1,1047080,47,12
chr1,1047090,9,69
chr3,1047100,47,34
chr3,1047110,123,28
chr3,1047120,40,39
chr1,1047130,35,100
chr1,1047140,27,67
chr3,1047150,93,48
chr3,1047160,64,62
chr1,1047170,35,80
chr3,1047180,37,73
chr3,1047190,61,116
chr3,1047200,23,126
chr1,1047210,13,68
chr1,1047220,32,36
chr2,1047230,95,61
chr2,1047240,40,71
chr2,1047250,36,142
chr2,1047260,134,9
chr3,1047270,3,77
chr1,1047280,53,14
chr1,1047290,95,77
chr2,1047300,30,153
chr3,1047310,115,40
chr1,1047320,39,38
chr1,1047330,100,20
chr3,1047340,79,52
chr3,1047350,155,37
chr2,1047360,48,33
chr2,1047370,37,21
chr3,1047380,4,73
chr1,1047390,5,113
chr3,1047400,56,7
chr3,1047410,12,36
chr1,1047420,69,9
chr1,1047430,84,6
chr2,1047440,94,17
chr3,1047450,2,26
chr2,1047460,15,131
chr3,1047470,118,35
chr3,1047480,145,31
chr1,1047490,124,40
chr3,1047500,82,81
chr3,1047510,64,86
chr1,1047520,24,16
chr1,1047530,21,62
chr1,1047540,81,28
chr3,1047550,11,44
chr1,1047560,26,55
chr3,1047570,108,81
chr2,1047580,31,64
chr1,1047590,42,147
chr2,1047600,27,5
chr2,1047610,18,12
chr1,1047620,12,61
chr1,1047630,29,6
chr3,1047640,27,0
chr1,1047650,75,48
chr2,1047660,20,58
chr2,1047670,15,61
chr2,1047680,3,56
chr3,1047690,69,80
chr3,1047700,94,19
chr1,1047710,69,88
chr1,1047720,16,47
chr1,1047730,130,28
chr2,1047740,80,19
chr2,1047750,96,4
chr2,1047760,8,13
chr1,1047770,35,162
chr1,1047780,46,113
chr2,1047790,9,125
chr1,1047800,101,8
chr3,1047810,1,41
chr1,1047820,37,128
